Judul Video,Akun Komentar,Komentar,Likes,Waktu Komentar;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Dedaydadey,Karma Is Real.. 🤣🤣,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@adakosong3611,episode paling gokil🤣,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Babadanhilya,Request nya dari episode ke 2. Akhir nya dk kabulin wkwkwk,0,2025-12-21 20:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@obeert_lewandowski,""indra kehilangan power,ide materi,kebingungan."",0,2025-12-21 20:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@muhammadfazri9210,AKH NGNTD AOWKAOKWOAKWKA,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@rxkingkomorodmv,host kewalahan 😅😅,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@rizalasyfie4316,03:49 - 04:15 mind blowing 😂,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@AldiDhika,Ngakak tengah mlm😂 smpe diomelin bini😂,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@renaldasiswadi6022,Hihihi....Indra kena batunya....😅😅😅,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@shaeerlangga9801,Gimana dra? Rematch dikandang kukuh😂,1,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ayasacream2724,Monyet lah udah ngantuk jam setengah 3 pagi...liat ini malah jadi ketawa gak jelas sampe pada bangun,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@fachryhuseiny4949,asliiii ngakak malah njirrr,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@NanyDAndariOfficial,Sama aku juga 17 Oktober,0,2025-12-21 20:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Famar-48,""nah inidia yang paling cocok,soalnya mereka berdua sama sama mc yang ngeselin"",0,2025-12-21 20:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@aqilstiawan1874,Anjay malah el clasico 🗿,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Fikuu11,NGELAG OTAK GUA AYINGG 😭,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@beduls1288,AHAHA IMBANG,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@gilasofficial5931,😅😅😅😅😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂...ini baru seruuuuuuu.....😂😂😂😂😂😂😂😂😂😅😅😅😅😅😅😅😅😅😅,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ayasacream2724,Namanya sama kaya gua😅,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@AbyZRchannel,Emosian vs emoticon,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@fariesam2483,Seruuu😂😂😂,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@dewajadul5226,orang kaga beres di satuin tp seru juga gua liat si indra wkewk😂🤣🤣🤣🫵,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@hermanman-g6e,serius part ini yang paling okee,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@anglerugal-ugalan704,Wkwkwkwkwkwk ini the real counter indra frmawan. 😂😂😂 bakalan rematch sih ini awikwok.,1,2025-12-21 20:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@SangWALUYO,""undang Soleh solihun pasti seru,!!!"",0,2025-12-21 20:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@localheroes_id,Saya suka saya suka😂😂😂😂😂,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@shultan9968,Umur jagung 4 bulan,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@chifuyumatsuno7259,18:52 kena azab... 😂,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@DudiSukriyatna,😂😂😂indra lemah,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@andymuhammad5026,Yang minta reametch like😅,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@shdwn9,kukuh ang😂😂😂😂,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@loraeliza3881,Tamu yg kurang ajarr😂😂😂kukuh sekalian promisiin dirinya dan acaranya lebih pecah dari indra.... Karakter host disini dinodainya😅😅😅,0,2025-12-21 20:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@DimasFirmansyah-ne2zi,""Saya nggak tahu 'peta' konsep setting setiap acaranya ini gimana, saya dari episode 01, emang sudah suka komika mas Indra dan perjalanan dirinya Indra Frimawan.";
;
Sebelumnya saya belum pernah tahu mas Kukuh Komika, tapi mas Kukuh ini menurutku keren mesin berpikir metakognitifnya di acara ini, mungkin salah satunya dari bidang pendidikannya ya, keren sih kalau Komika diisi manusia waras dari bidang pendidikan seperti mas Kukuh ini. ;
;
"Maturnuwun."",0,2025-12-21 20:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Warjinah-h5s,ahahaa yang gw tunggu tunggu ahirnyaa di kabulin firmawan sama kukuh😂,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@mudabahagia6955,Frimawan kebantai telak 😂,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@rickynanda7468,kelas nya beda broo. S2 nya berasaaa,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@CagurCagur-kf7xu,god,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@syaikhanali7667,Iya kukuh kurang ajar,0,2025-12-21 20:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@sembilansembilan-x9g4z,asik nih dari awal,0,2025-12-21 20:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@dendyyuliansyah,""Wkwkwwk,. Rematch,.rematch,."",0,2025-12-21 20:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@sampraskenedy,Indra mendapatkan lawan yang seimbang...malah kukuh lebih mendominasi 😂😂😂,0,2025-12-21 20:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Antiintro_Horor,""Boleh ini disatuin, indra kukuh vs jarwo rigen 🗿"",0,2025-12-21 19:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@AkunSampah-s9r,Kena COUNTER ATTACK,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@syaikhanali7667,Gak ada etika,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@syaikhanali7667,Gimmick,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ahmadtriutomo3914,😂😂😂,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ludbanidihaw9768,Ngga ada suaranya😅,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@MazNuh,Ngakak sumpah😂😂😂,0,2025-12-21 19:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@jeffjero8687,""""""Kukuh emosi ga emosi mukanya lempeng, kayanya Kukuh harus mukbang ama Bella dan Gary deh biar lebih absurd sekalian !"""".....😂😂😂"",0,2025-12-21 19:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@septianardiansyah1517,2 orang gila di pertemukan,0,2025-12-21 19:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@noverbrain,""Indra vs opung ";
"Tertekan nya seorang frimawan😂"",0,2025-12-21 19:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@abdeemaulana2110,Gak sebanding frimawan sama kukuh 😂😂😂,1,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@dikahermawan4179,Frimawan ngikutin alur kukuh energi frimawan gak bisa melawan di hal ini 😂,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@pipranoto328,Akhirnya jumpaaaa😂😂😂,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@MohammadKosim-r1x,Setujuuu rematcch di kandang kukuh wkwkw,0,2025-12-21 19:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Tulung-t9i,""Coba fokusin pola main, 🎁𝐓𝐊𝐏𝟑𝟎𝟑🎁 beda responnya 🔍"",0,2025-12-21 19:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Yanto-t4h3i,Makin malam makin berasa di 🎁𝐓𝐊𝐏𝟑𝟎𝟑🎁 🌙,0,2025-12-21 19:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@BagusBugai,""Timing dapet, 🎁𝐓𝐊𝐏𝟑𝟎𝟑🎁 jadi lebih enak 🎯"",0,2025-12-21 19:00:00";
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@AndiSubandi-r6b,""Gak pasang target tinggi, tapi 🎁𝐓𝐊𝐏𝟑𝟎𝟑🎁 tetap ngisi 💰"",0,2025-12-21 19:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Agussalim876-y8c,Menurut gue sih 🎁𝐓𝐊𝐏𝟑𝟎𝟑🎁 lagi ramah buat yang sabar 🧠,0,2025-12-21 19:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@TasyaUrtab,""Main biasa tanpa nafsu di 🎁𝐓𝐊𝐏𝟑𝟎𝟑🎁, malah aman 😎"",0,2025-12-21 19:00:00";
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@RencanaWal,""Baru berhenti bentar, auranya 🎁𝐓𝐊𝐏𝟑𝟎𝟑🎁 masih hangat 🌡"",0,2025-12-21 19:00:00";
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@YudasArtini,""Gak rame tapi jalan, 🎁𝐓𝐊𝐏𝟑𝟎𝟑🎁 emang suka gitu 🔥"",0,2025-12-21 19:00:00";
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@MulyanaArda,""Fokus dikit aja di 🎁𝐓𝐊𝐏𝟑𝟎𝟑🎁, beda rasanya 🎧"",0,2025-12-21 19:00:00";
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ResahGunar,""Iseng coba di 🎁𝐓𝐊𝐏𝟑𝟎𝟑🎁, eh malah dapet momentum 🚀"",0,2025-12-21 19:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@nudasiabag,Jam segini masih dapet feel enak di 🎁𝐓𝐊𝐏𝟑𝟎𝟑🎁 ⏰,0,2025-12-21 19:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@RastaNIMA,""Pelan tapi konsisten di 🎁𝐓𝐊𝐏𝟑𝟎𝟑🎁, hasilnya kerasa 🔄"",0,2025-12-21 19:00:00";
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@lalakiwar,""Lagi gak ngejar apa-apa, tapi 🎁𝐓𝐊𝐏𝟑𝟎𝟑🎁 ngasih kejutan 🎁"",0,2025-12-21 19:00:00";
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@IjartiNaswa,""Main santai sambil ngopi ☕ di 🎁𝐓𝐊𝐏𝟑𝟎𝟑🎁, gak nyangka bisa naik"",0,2025-12-21 19:00:00";
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@AgimJunior-k8v,""Awalnya ragu, tapi 🎁𝐓𝐊𝐏𝟑𝟎𝟑🎁 ternyata lagi ramah 😌"",0,2025-12-21 19:00:00";
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Fera-q5m,""Barusan muter bentar di 🪅𝐓𝐊𝐏𝟑𝟎𝟑🪅, lumayan masuk"",0,2025-12-21 19:00:00";
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@helyanzy19,""Akhirnya yg ku tunggu tunggu selama ini terkabul, Indra frimawan bertemu Kukuh Adi 👍🏻"",0,2025-12-21 19:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Serli-v9c,🪅𝐓𝐊𝐏𝟑𝟎𝟑🪅 hari ini kok kerasa gacor ya,1,2025-12-21 19:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@LUXPOINT.,""Woilah cik dua orang random ngobrol kocak 😂..mana di ahkir lebih kocak ";
;
"Apasih"",1,2025-12-21 19:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Naufalzian.a,BIGMATCH,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@andiciril,Taksi nya di parkir di mana mas😅,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@FebiFerdiani-u3w,18:55 auto depresi 😂,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@shimizueofficial7290,Counter indra = kukuh wkwk,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@AndirezaRamadhan,Anies baswedan kocak ini,0,2025-12-21 19:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Adamadianto,""setetmen Indra pun kewalahan melawan kukuh ga kaleng"""""",0,2025-12-21 19:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@AnnaasLive-yb4xj,akhirnya Nemu counter alaminya frimawan hahahha,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@FebiFerdiani-u3w,Muka bintang tamu dr awal datar aja gk ada ketawa 😂 emosi bgt frimawan,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@rezaahbati3830,Mantap ini yg ditunggu2 wkwk satu lagi bareng fluxcup 😂,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@nazarmusikstudio6587,mampus lu indra 😂,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@anonim-xxx-u4d,malah adu mekanik😂😂,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ahmadrawinasution7986,0-10 host nya kalah..,0,2025-12-21 19:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ADAMRINZKYA,""Anjaai kayak gak hargai banget si kukuh dengan frimawan.";
"Parah si emang kukuh"",0,2025-12-21 19:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@rachmadaffuan2700,Ini baru kelazzzz😂,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@sanza_channel,Kukuh win TKO atas frimawan,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@joydod2129,Ini mah raja terakhir😂,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@FebiFerdiani-u3w,Mereka berdua punya dunia sendiri 😂,0,2025-12-21 19:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@agustnoo,""Akhirnya frimawan kalah telak,aku SENANGGGGGG😂😂😂😂😂"",0,2025-12-21 19:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@TeguhDrp,Hahah kukuh bengek kambing 😅,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Fjr1901,Aldi taherrr,0,2025-12-21 19:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@dodysatriaputra5795,""Sumpah episode terkocak, indra keren g memaksakan karakter. Dan itu justru daging bgt komedinya. Pas indra yg jd korban...keren emang firmawan, kukuh topppp"",0,2025-12-21 19:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@raihanfarrell,31:02 pecah bgt ketawa sialannnnn,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Ploxza96,kesalahan besar nonton ini pas mau tidur. mumet pala gua jadinya,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@akbarkahfi7064,mantappp ini ancinggghh,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Sewedi-h5k,Bang undang bahlil,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@aldeandrean4724,dulu ada air mineral rasa rasa bang indra,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@imaima19,Indra KO,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@hordeng817,Jagung 6 bulan mas,0,2025-12-21 19:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ArifDMas,""paling lucu sih ini, super big match 🤣"",0,2025-12-21 19:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@valhallafght,Surya insomnia ommmm,0,2025-12-21 19:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@andyyuliawan3093,""😂😂😂😅😅😅😂😂😂🔥🔥🔥🔥💥💥💥";
"Epic bgt!!"",0,2025-12-21 19:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@khaerulumam4217,kukuh asiktu yang di mintgamp komtung gondrong.,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@nettnodd,Berapa gelas yg kukuh minum ?😅,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@animealdy7005,Obrolan di jam mepet 03.45wib mau adzan subuh inimah wkwkwk,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@malik-wc2bx,Wanjayyy SHIROHIGE VS KAIDO INI MAH,0,2025-12-21 19:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ToniFirmansyah-l4i,""Logikanya dipatahkan di balikan lagi,rasakan!!!"",0,2025-12-21 19:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@jajartokisaki,el clasico indra vs kukuh,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Dulll_,Goong bgt sii😅😂,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@MochildscilMochil,Nah looo😂😂😂,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@rahmatnurpatoroni6467,indra firmawan ke counter lagi wkwkw,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@tabadvana10,MAmPOSSSS !! INI BARU KALI SAYA SENANG NONTON... MAMPOSSS LU BANGKE,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@rosalindachanel6267,Gokil org gilaaa mereka ber2,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@rahmatnurpatoroni6467,kali ini indra firmawan harus belajar lebih sih,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ipagusadipranata5081,Saya suka pertikaian hahahaha😂,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Bang_Zhafran,Akhir nya tercounter wkwkkw,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@nash9986,Ini yg natizen dharapkan 😀😀😀😀👏👏👏👏,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@yzkidslucu,Sepadan,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@setyonugrohoxiimultimedia1352,TERCOUNTERR😂😅,0,2025-12-21 19:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@budimengaming1147,""UNDANG PRAS TEGUH...MUMPUNG LAPAKNYA HADAP""""AN"",0,2025-12-21 19:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@yowandarahmazam1102,Jumpa bos terakhir,0,2025-12-21 19:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@anwardwianugrah2793,Indra 0 - 1 kukuh,1,2025-12-21 19:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@AnjingEdan-t1m,""Ini yang gw tunggu """""",0,2025-12-21 19:00:00";
